UniteDescriptor;ClassNameForDebug;Nationalite;MotherCountry;UnitConcealmentBonus;ArmorDescriptorFront;ArmorDescriptorSides;ArmorDescriptorRear;ArmorDescriptorTop;MaxDamages;HitRollECM;NbSoldatInGroupeCombat;MaxSpeed;RoadSpeed;SpeedBonusOnRoad;MaxAcceleration;MaxDeceleration;TempsDemiTour;FuelCapacity;FuelMoveDuration;Autonomy;OpticalStrength;OpticalStrengthAltitude;IdentifyBaseProbability;TimeBetweenEachIdentifyRoll;TransportedSoldier;IsTowable;ProductionYear;UnitAttackValue;UnitDefenseValue;EvacuationTime;TravelDuration;RoleList;SpecialtiesList;Factory;Resource_CommandPoints;Resource_Tickets;RevealInfluence;UpgradeFromUnit;SupplyCapacity;UnlockableOrders;WeaponDescriptor;DeploymentShift;Altitude;AltitudeMax;AltitudeMin;AltitudeMinForRoll;MinRollSpeedForRoll;Speed;AgilityRadius;PitchAngle;RollAngle;PitchSpeed;RollSpeed;UpwardSpeed;TorqueManoeuvrability;CyclicManoeuvrability;MaxInclination;GFactorLimit;RotorArea
"Descriptor_Unit_CH53G_RFA";"Unit_CH53G_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";12.0;0.0;;270.0;;;18.0;18.0;5;;;;42;10;0.13;15.0;"CH53G_RFA";0;1983;1;1;;;"tank_B";"['supply']";"EDefaultFactoriesLogistic";75;2;0;"Descriptor_Unit_UH1D_Supply_RFA";2000.0;"Descriptor_OrderAvailability_CH53G_RFA";;;;;;;;;;;;;;36.0;100;100;70;2.0;380
"Descriptor_Unit_CH53G_trans_RFA";"Unit_CH53G_trans_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";12.0;0.0;;270.0;;;18.0;18.0;5;;;;64;40;0.2;10.0;"CH53G_trans_RFA";0;1983;1;1;;;"tank_C";"['transport']";"EDefaultFactoriesHelis";55;1;0;"Descriptor_Unit_UH1D_RFA";;"Descriptor_OrderAvailability_CH53G_trans_RFA";;;;;;;;;;;;;;36.0;100;100;70;2.0;380
"Descriptor_Unit_Gazelle_20mm_FR";"Unit_Gazelle_20mm_FR";"ENationaliteAllied";"FR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";4.0;0.0;;234.0;;;18.0;18.0;2;250;550.0;;85;40;0.26;8.0;"Gazelle_20mm_FR";0;1983;80;80;;;"tank_C";"['AT']";"EDefaultFactoriesHelis";20;5;0;;;"Descriptor_OrderAvailability_Gazelle_20mm_FR";"WeaponDescriptor_Gazelle_20mm_FR";;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Gazelle_20mm_reco_FR";"Unit_Gazelle_20mm_reco_FR";"ENationaliteAllied";"FR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";4.0;0.0;;234.0;;;18.0;18.0;2;250;550.0;;191;120;0.56;4.0;"Gazelle_20mm_reco_FR";0;1983;15;15;;;"tank_A";"['reco']";"EDefaultFactoriesRecons";70;2;0;"Descriptor_Unit_Gazelle_reco_FR";;"Descriptor_OrderAvailability_Gazelle_20mm_reco_FR";"WeaponDescriptor_Gazelle_20mm_reco_FR";2473.4982332155478;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Gazelle_HOT_2_FR";"Unit_Gazelle_HOT_2_FR";"ENationaliteAllied";"FR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";4.0;0.0;;234.0;;;18.0;18.0;2;250;550.0;;85;40;0.26;8.0;"Gazelle_HOT_2_FR";0;1983;80;80;;;"tank_C";"['AT']";"EDefaultFactoriesHelis";50;5;0;"Descriptor_Unit_Gazelle_HOT_FR";;"Descriptor_OrderAvailability_Gazelle_HOT_2_FR";"WeaponDescriptor_Gazelle_HOT_2_FR";;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Gazelle_HOT_FR";"Unit_Gazelle_HOT_FR";"ENationaliteAllied";"FR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";4.0;0.0;;234.0;;;18.0;18.0;2;250;550.0;;85;40;0.26;8.0;"Gazelle_HOT_FR";0;1983;80;80;;;"tank_C";"['AT']";"EDefaultFactoriesHelis";40;5;0;"Descriptor_Unit_Gazelle_20mm_FR";;"Descriptor_OrderAvailability_Gazelle_HOT_FR";"WeaponDescriptor_Gazelle_HOT_FR";;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Gazelle_SNEB_UK";"Unit_Gazelle_SNEB_UK";"ENationaliteAllied";"UK";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";4.0;0.0;;234.0;;;18.0;18.0;2;250;550.0;;85;40;0.26;8.0;"Gazelle_SNEB_UK";0;1983;80;80;;;"tank_A";"['appui']";"EDefaultFactoriesHelis";20;5;0;;;"Descriptor_OrderAvailability_Gazelle_SNEB_UK";"WeaponDescriptor_Gazelle_SNEB_UK";;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Gazelle_UK";"Unit_Gazelle_UK";"ENationaliteAllied";"UK";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";4.0;0.0;;234.0;;;18.0;18.0;2;250;550.0;;191;120;0.56;4.0;"Gazelle_UK";0;1983;15;15;;;"tank_D";"['reco']";"EDefaultFactoriesRecons";60;2;0;;;"Descriptor_OrderAvailability_Gazelle_UK";;2473.4982332155478;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Gazelle_reco_FR";"Unit_Gazelle_reco_FR";"ENationaliteAllied";"FR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";4.0;0.0;;234.0;;;18.0;18.0;2;250;550.0;;191;120;0.56;4.0;"Gazelle_reco_FR";0;1983;15;15;;;"tank_D";"['reco']";"EDefaultFactoriesRecons";60;2;0;"Descriptor_Unit_Alouette_III_reco_FR";;"Descriptor_OrderAvailability_Gazelle_reco_FR";;2473.4982332155478;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Gazelle_trans_UK";"Unit_Gazelle_trans_UK";"ENationaliteAllied";"UK";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";4.0;0.0;;234.0;;;36.0;36.0;2;250;550.0;;64;40;0.2;10.0;"Gazelle_trans_UK";0;1983;1;1;;;"tank_D";"['transport']";"EDefaultFactoriesHelis";50;1;0;;;"Descriptor_OrderAvailability_Gazelle_trans_UK";;;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Ka_50_AA_SOV";"Unit_Ka_50_AA_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;27.0;27.0;2;1000;450.0;;85;40;0.26;8.0;"Ka_50_AA_SOV";0;1981;1;1;;;"tank_B";"['AA']";"EDefaultFactoriesAT";160;5;0;;;"Descriptor_OrderAvailability_Ka_50_AA_SOV";"WeaponDescriptor_Ka_50_AA_SOV";;;;;;;;;;;;;67.5;100;100;89;3.0;225
"Descriptor_Unit_Ka_50_SOV";"Unit_Ka_50_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;27.0;27.0;2;1000;450.0;;85;40;0.26;8.0;"Ka_50_SOV";0;1981;80;80;;;"tank_C";"['AT']";"EDefaultFactoriesHelis";300;5;0;;;"Descriptor_OrderAvailability_Ka_50_SOV";"WeaponDescriptor_Ka_50_SOV";;;;;;;;;;;;;67.5;100;100;89;3.0;225
"Descriptor_Unit_Lynx_AH_Mk1_TOW_UK";"Unit_Lynx_AH_Mk1_TOW_UK";"ENationaliteAllied";"UK";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";6.0;0.0;;216.0;;;36.0;36.0;2;250;550.0;;85;40;0.26;8.0;"Lynx_AH_Mk1_TOW_UK";0;1983;80;80;;;"tank_C";"['AT']";"EDefaultFactoriesHelis";50;5;0;;;"Descriptor_OrderAvailability_Lynx_AH_Mk1_TOW_UK";"WeaponDescriptor_Lynx_AH_Mk1_TOW_UK";;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Lynx_AH_Mk1_UK";"Unit_Lynx_AH_Mk1_UK";"ENationaliteAllied";"UK";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";6.0;0.0;;184.5;;;18.0;18.0;5;800;300.0;;64;40;0.2;10.0;"Lynx_AH_Mk1_UK";0;1983;1;1;;;"tank_D";"['transport']";"EDefaultFactoriesHelis";50;1;0;"Descriptor_Unit_Gazelle_trans_UK";;"Descriptor_OrderAvailability_Lynx_AH_Mk1_UK";"WeaponDescriptor_Lynx_AH_Mk1_UK";;;;;;;;;;;;;36.0;60;80;89;2.2;153
"Descriptor_Unit_Lynx_AH_Mk7_I_TOW_UK";"Unit_Lynx_AH_Mk7_I_TOW_UK";"ENationaliteAllied";"UK";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";6.0;0.0;;216.0;;;36.0;36.0;2;250;550.0;;85;40;0.26;8.0;"Lynx_AH_Mk7_I_TOW_UK";0;1983;80;80;;;"tank_C";"['AT']";"EDefaultFactoriesHelis";80;5;0;"Descriptor_Unit_Lynx_AH_Mk1_TOW_UK";;"Descriptor_OrderAvailability_Lynx_AH_Mk7_I_TOW_UK";"WeaponDescriptor_Lynx_AH_Mk7_I_TOW_UK";;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Mi_24D_AA_DDR";"Unit_Mi_24D_AA_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24D_AA_DDR";0;1981;80;80;;;"tank_C";"['appui']";"EDefaultFactoriesHelis";120;5;0;;;"Descriptor_OrderAvailability_Mi_24D_AA_DDR";"WeaponDescriptor_Mi_24D_AA_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24D_s5_AT_DDR";"Unit_Mi_24D_s5_AT_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24D_s5_AT_DDR";0;1981;80;80;;;"tank_C";"['appui']";"EDefaultFactoriesHelis";130;5;0;;;"Descriptor_OrderAvailability_Mi_24D_s5_AT_DDR";"WeaponDescriptor_Mi_24D_s5_AT_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24D_s8_AT_DDR";"Unit_Mi_24D_s8_AT_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24D_s8_AT_DDR";0;1981;80;80;;;"tank_B";"['appui']";"EDefaultFactoriesHelis";160;5;0;"Descriptor_Unit_Mi_24D_s5_AT_DDR";;"Descriptor_OrderAvailability_Mi_24D_s8_AT_DDR";"WeaponDescriptor_Mi_24D_s8_AT_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24K_reco_SOV";"Unit_Mi_24K_reco_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;191;120;0.56;4.0;"Mi_24K_reco_SOV";0;1981;15;15;;;"tank_A";"['reco']";"EDefaultFactoriesRecons";250;2;0;"Descriptor_Unit_Mi_8R_SOV";;"Descriptor_OrderAvailability_Mi_24K_reco_SOV";"WeaponDescriptor_Mi_24K_reco_SOV";2473.4982332155478;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24P_SOV";"Unit_Mi_24P_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24P_SOV";0;1981;80;80;;;"tank_A";"['AT']";"EDefaultFactoriesHelis";170;5;0;;;"Descriptor_OrderAvailability_Mi_24P_SOV";"WeaponDescriptor_Mi_24P_SOV";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24P_s8_AT2_DDR";"Unit_Mi_24P_s8_AT2_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24P_s8_AT2_DDR";0;1981;80;80;;;"tank_A";"['appui']";"EDefaultFactoriesHelis";190;5;0;"Descriptor_Unit_Mi_24P_s8_AT_DDR";;"Descriptor_OrderAvailability_Mi_24P_s8_AT2_DDR";"WeaponDescriptor_Mi_24P_s8_AT2_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24P_s8_AT_DDR";"Unit_Mi_24P_s8_AT_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24P_s8_AT_DDR";0;1981;80;80;;;"tank_B";"['appui']";"EDefaultFactoriesHelis";170;5;0;;;"Descriptor_OrderAvailability_Mi_24P_s8_AT_DDR";"WeaponDescriptor_Mi_24P_s8_AT_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24VP_SOV";"Unit_Mi_24VP_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24VP_SOV";0;1981;80;80;;;"tank_A";"['AT']";"EDefaultFactoriesHelis";260;5;0;"Descriptor_Unit_Mi_24P_SOV";;"Descriptor_OrderAvailability_Mi_24VP_SOV";"WeaponDescriptor_Mi_24VP_SOV";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24V_AA_SOV";"Unit_Mi_24V_AA_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24V_AA_SOV";0;1981;80;80;;;"tank_B";"['appui']";"EDefaultFactoriesHelis";135;5;0;"Descriptor_Unit_Mi_24V_RKT_SOV";;"Descriptor_OrderAvailability_Mi_24V_AA_SOV";"WeaponDescriptor_Mi_24V_AA_SOV";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24V_AT_SOV";"Unit_Mi_24V_AT_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24V_AT_SOV";0;1981;80;80;;;"tank_A";"['appui']";"EDefaultFactoriesHelis";180;5;0;"Descriptor_Unit_Mi_24V_AA_SOV";;"Descriptor_OrderAvailability_Mi_24V_AT_SOV";"WeaponDescriptor_Mi_24V_AT_SOV";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24V_RKT_SOV";"Unit_Mi_24V_RKT_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24V_RKT_SOV";0;1981;80;80;;;"tank_C";"['appui']";"EDefaultFactoriesHelis";130;5;0;;;"Descriptor_OrderAvailability_Mi_24V_RKT_SOV";"WeaponDescriptor_Mi_24V_RKT_SOV";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24V_SOV";"Unit_Mi_24V_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;297.0;;;18.0;18.0;5;1200;450.0;;85;40;0.26;8.0;"Mi_24V_SOV";0;1981;80;80;;;"tank_B";"['appui']";"EDefaultFactoriesHelis";170;5;0;;;"Descriptor_OrderAvailability_Mi_24V_SOV";"WeaponDescriptor_Mi_24V_SOV";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_26_SOV";"Unit_Mi_26_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";15.0;0.0;;270.0;;;18.0;18.0;5;;;;42;10;0.13;15.0;"Mi_26_SOV";0;1981;1;1;;;"tank_A";"['supply']";"EDefaultFactoriesLogistic";185;2;0;"Descriptor_Unit_Mi_8TZ_SOV";6000.0;"Descriptor_OrderAvailability_Mi_26_SOV";;;;;;;;;;;;;;36.0;30;40;60;1.8;800
"Descriptor_Unit_Mi_2_reco_DDR";"Unit_Mi_2_reco_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";6.0;0.0;;198.0;;;36.0;36.0;2;250;550.0;;191;120;0.56;4.0;"Mi_2_reco_DDR";0;1983;15;15;;;"tank_A";"['reco']";"EDefaultFactoriesRecons";55;2;0;;;"Descriptor_OrderAvailability_Mi_2_reco_DDR";;2473.4982332155478;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Mi_2_reco_SOV";"Unit_Mi_2_reco_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";6.0;0.0;;198.0;;;36.0;36.0;2;250;550.0;;191;120;0.56;4.0;"Mi_2_reco_SOV";0;1983;15;15;;;"tank_A";"['reco']";"EDefaultFactoriesRecons";55;2;0;;;"Descriptor_OrderAvailability_Mi_2_reco_SOV";;2473.4982332155478;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Mi_2_trans_DDR";"Unit_Mi_2_trans_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";6.0;0.0;;198.0;;;36.0;36.0;2;800;550.0;;64;40;0.2;10.0;"Mi_2_trans_DDR";0;1983;1;1;;;"tank_D";"['transport']";"EDefaultFactoriesHelis";45;1;0;;;"Descriptor_OrderAvailability_Mi_2_trans_DDR";;;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Mi_2_trans_SOV";"Unit_Mi_2_trans_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";6.0;0.0;;198.0;;;36.0;36.0;2;800;550.0;;64;40;0.2;10.0;"Mi_2_trans_SOV";0;1983;1;1;;;"tank_D";"['transport']";"EDefaultFactoriesHelis";45;1;0;;;"Descriptor_OrderAvailability_Mi_2_trans_SOV";;;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Mi_8K_CMD_SOV";"Unit_Mi_8K_CMD_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";8.0;0.0;;225.0;;;18.0;18.0;5;1500;550.0;;85;120;0.26;8.0;"Mi_8K_CMD_SOV";0;1981;1;1;;;"tank_C";"['hq']";"EDefaultFactoriesLogistic";100;5;0;;;"Descriptor_OrderAvailability_Mi_8K_CMD_SOV";;;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8R_SOV";"Unit_Mi_8R_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";8.0;0.0;;225.0;;;18.0;18.0;5;1500;950.0;;233;120;0.73;3.0;"Mi_8R_SOV";0;1981;15;15;;;"tank_A";"['reco']";"EDefaultFactoriesRecons";80;2;0;"Descriptor_Unit_Mi_2_reco_SOV";;"Descriptor_OrderAvailability_Mi_8R_SOV";;2473.4982332155478;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8TB_DDR";"Unit_Mi_8TB_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";8.0;0.0;;225.0;;;18.0;18.0;5;1500;950.0;;64;40;0.2;10.0;"Mi_8TB_DDR";0;1981;80;80;;;"tank_A";"['appui']";"EDefaultFactoriesHelis";130;5;0;"Descriptor_Unit_Mi_8TV_s57_32_DDR";;"Descriptor_OrderAvailability_Mi_8TB_DDR";"WeaponDescriptor_Mi_8TB_DDR";;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8TV_DDR";"Unit_Mi_8TV_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";8.0;0.0;;225.0;;;18.0;18.0;5;1500;950.0;;64;40;0.2;10.0;"Mi_8TV_DDR";0;1981;80;80;;;"tank_D";"['appui']";"EDefaultFactoriesHelis";120;5;0;;;"Descriptor_OrderAvailability_Mi_8TV_DDR";"WeaponDescriptor_Mi_8TV_DDR";;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8TV_PodGatling_DDR";"Unit_Mi_8TV_PodGatling_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";8.0;0.0;;225.0;;;18.0;18.0;5;1500;950.0;;64;40;0.2;10.0;"Mi_8TV_PodGatling_DDR";0;1981;80;80;;;"tank_C";"['appui']";"EDefaultFactoriesHelis";135;5;0;"Descriptor_Unit_Mi_8TV_DDR";;"Descriptor_OrderAvailability_Mi_8TV_PodGatling_DDR";"WeaponDescriptor_Mi_8TV_PodGatling_DDR";;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8TV_PodGatling_PodAGL_SOV";"Unit_Mi_8TV_PodGatling_PodAGL_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";8.0;0.0;;225.0;;;18.0;18.0;5;1500;950.0;;64;40;0.2;10.0;"Mi_8TV_PodGatling_PodAGL_SOV";0;1981;80;80;;;"tank_C";"['appui']";"EDefaultFactoriesHelis";110;5;0;;;"Descriptor_OrderAvailability_Mi_8TV_PodGatling_PodAGL_SOV";"WeaponDescriptor_Mi_8TV_PodGatling_PodAGL_SOV";;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8TV_SOV";"Unit_Mi_8TV_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";8.0;0.0;;225.0;;;18.0;18.0;5;1500;950.0;;64;40;0.2;10.0;"Mi_8TV_SOV";0;1981;1;1;;;"tank_A";"['transport']";"EDefaultFactoriesHelis";110;5;0;"Descriptor_Unit_Mi_2_trans_SOV";;"Descriptor_OrderAvailability_Mi_8TV_SOV";"WeaponDescriptor_Mi_8TV_SOV";;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8TV_s57_16_SOV";"Unit_Mi_8TV_s57_16_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";8.0;0.0;;225.0;;;18.0;18.0;5;1500;950.0;;64;40;0.2;10.0;"Mi_8TV_s57_16_SOV";0;1981;80;80;;;"tank_D";"['appui']";"EDefaultFactoriesHelis";120;5;0;;;"Descriptor_OrderAvailability_Mi_8TV_s57_16_SOV";"WeaponDescriptor_Mi_8TV_s57_16_SOV";;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8TV_s57_32_DDR";"Unit_Mi_8TV_s57_32_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";8.0;0.0;;225.0;;;18.0;18.0;5;1500;950.0;;64;40;0.2;10.0;"Mi_8TV_s57_32_DDR";0;1981;80;80;;;"tank_B";"['appui']";"EDefaultFactoriesHelis";145;5;0;"Descriptor_Unit_Mi_8TV_PodGatling_DDR";;"Descriptor_OrderAvailability_Mi_8TV_s57_32_DDR";"WeaponDescriptor_Mi_8TV_s57_32_DDR";;;;;;;;;;;;;36.0;60;60;60;1.8;380
