UniteDescriptor;ClassNameForDebug;Nationalite;MotherCountry;UnitConcealmentBonus;ArmorDescriptorFront;ArmorDescriptorSides;ArmorDescriptorRear;ArmorDescriptorTop;MaxDamages;HitRollECM;Dangerousness;NbSoldatInGroupeCombat;MaxSpeed;RoadSpeed;SpeedBonusOnRoad;MaxAcceleration;MaxDeceleration;TempsDemiTour;FuelCapacity;FuelMoveDuration;Autonomy;OpticalStrength;OpticalStrengthAltitude;IdentifyBaseProbability;TimeBetweenEachIdentifyRoll;ProductionYear;IsTransporter;IsPlane;UnitAttackValue;UnitDefenseValue;EvacuationTime;TravelDuration;RoleList;SpecialtiesList;Factory;Resource_CommandPoints;RevealInfluence;UpgradeFromUnit;SupplyCapacity;UnlockableOrders;WeaponDescriptor;DeploymentShift;Altitude;AltitudeMax;AltitudeMin;AltitudeMinForRoll;MinRollSpeedForRoll;Speed;AgilityRadius;PitchAngle;RollAngle;PitchSpeed;RollSpeed;UpwardSpeed;TorqueManoeuvrability;CyclicManoeuvrability;MaxInclination;GFactorLimit;RotorArea
"Descriptor_Unit_Mi_8TV_s57_32_SOV";"Unit_Mi_8TV_s57_32_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;8.82;;225.0;;;18.0;18.0;5;1500;950.0;;60;40;0.2;10.0;1981;1;0;19;19;;;"tank_B";"['appui']";"Helis";210;0;"Descriptor_Unit_Mi_8TV_s57_16_SOV";;"Descriptor_OrderAvailability_Mi_8TV_s57_32_SOV";"WeaponDescriptor_Mi_8TV_s57_32_SOV";;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8TV_s80_SOV";"Unit_Mi_8TV_s80_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;12.12;;225.0;;;18.0;18.0;5;1500;950.0;;60;40;0.2;10.0;1981;1;0;13;13;;;"tank_C";"['appui']";"Helis";100;0;"Descriptor_Unit_Mi_8TV_s57_32_SOV";;"Descriptor_OrderAvailability_Mi_8TV_s80_SOV";"WeaponDescriptor_Mi_8TV_s80_SOV";;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8TZ_SOV";"Unit_Mi_8TZ_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;;225.0;;;18.0;18.0;5;1500;550.0;;40;10;0.13;15.0;1981;0;0;1;1;;;"tank_C";"['supply']";"Logistic";80;0;;1500.0;"Descriptor_OrderAvailability_Mi_8TZ_SOV";;;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8T_DDR";"Unit_Mi_8T_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;5.88;;225.0;;;18.0;18.0;5;1500;950.0;;60;40;0.2;10.0;1981;1;0;1;1;;;"tank_A";"['transport']";"Helis";110;0;"Descriptor_Unit_Mi_2_trans_DDR";;"Descriptor_OrderAvailability_Mi_8T_DDR";"WeaponDescriptor_Mi_8T_DDR";;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_8_supply_DDR";"Unit_Mi_8_supply_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;;225.0;;;18.0;18.0;5;1500;550.0;;40;10;0.13;15.0;1981;0;0;1;1;;;"tank_C";"['supply']";"Logistic";80;0;;1500.0;"Descriptor_OrderAvailability_Mi_8_supply_DDR";;;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_Mi_9_DDR";"Unit_Mi_9_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;;225.0;;;18.0;18.0;5;1500;550.0;;80;120;0.26;8.0;1981;0;0;13;13;;;"tank_C";"['hq']";"Logistic";100;0;;;"Descriptor_OrderAvailability_Mi_9_DDR";;;;;;;;;;;;;;36.0;60;60;60;1.8;380
"Descriptor_Unit_OH58C_Scout_US";"Unit_OH58C_Scout_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;10.0;;198.0;;;36.0;36.0;2;250;550.0;;170;120;0.56;4.0;1983;0;0;3;3;;;"tank_C";"['hel_reco']";"Recons";80;0;;;"Descriptor_OrderAvailability_OH58C_Scout_US";"WeaponDescriptor_OH58C_Scout_US";3533.5689045936397;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_OH58D_Kiowa_Warrior_US";"Unit_OH58D_Kiowa_Warrior_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;48.0;;216.0;;;36.0;36.0;2;250;550.0;;220;120;0.73;3.0;1983;0;0;4;4;;;"tank_B";"['hel_reco']";"Recons";155;0;;;"Descriptor_OrderAvailability_OH58D_Kiowa_Warrior_US";"WeaponDescriptor_OH58D_Kiowa_Warrior_US";3533.5689045936397;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_OH58_CS_US";"Unit_OH58_CS_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;48.52;;198.0;;;36.0;36.0;2;250;480.0;;60;120;0.2;10.0;1983;0;0;13;13;;;"tank_C";"['AA']";"AT";80;0;;;"Descriptor_OrderAvailability_OH58_CS_US";"WeaponDescriptor_OH58_CS_US";;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_UH1D_RFA";"Unit_UH1D_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;5.0;;198.0;;;18.0;18.0;5;800;300.0;;60;40;0.2;10.0;1983;1;0;1;1;;;"tank_C";"['transport']";"Helis";60;0;"Descriptor_Unit_Bo_105_reco_RFA";;"Descriptor_OrderAvailability_UH1D_RFA";"WeaponDescriptor_UH1D_RFA";;;;;;;;;;;;;36.0;60;80;89;2.2;153
"Descriptor_Unit_UH1D_Supply_RFA";"Unit_UH1D_Supply_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;;184.5;;;18.0;18.0;5;;;;40;10;0.13;15.0;1983;0;0;1;1;;;"tank_D";"['supply']";"Logistic";60;0;;1000.0;"Descriptor_OrderAvailability_UH1D_Supply_RFA";;;;;;;;;;;;;;22.5;60;80;89;2.2;153
"Descriptor_Unit_UH60A_Black_Hawk_US";"Unit_UH60A_Black_Hawk_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;10.0;;270.0;;;18.0;18.0;5;1000;600.0;;60;40;0.2;10.0;1983;1;0;1;1;;;"tank_B";"['transport']";"Helis";75;0;;;"Descriptor_OrderAvailability_UH60A_Black_Hawk_US";"WeaponDescriptor_UH60A_Black_Hawk_US";;;;;;;;;;;;;56.25;100;100;89;2.5;210
"Descriptor_Unit_UH60A_CO_US";"Unit_UH60A_CO_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;10.0;;270.0;;;18.0;18.0;5;1000;600.0;;80;120;0.26;8.0;1983;0;0;7;7;;;"tank_D";"['hq']";"Logistic";120;0;;;"Descriptor_OrderAvailability_UH60A_CO_US";"WeaponDescriptor_UH60A_CO_US";;;;;;;;;;;;;56.25;100;100;89;2.5;210
"Descriptor_Unit_UH60A_Supply_US";"Unit_UH60A_Supply_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;;;247.5;;;18.0;18.0;5;;;;40;10;0.13;15.0;1983;0;0;1;1;;;"tank_B";"['supply']";"Logistic";85;0;;1500.0;"Descriptor_OrderAvailability_UH60A_Supply_US";;;;;;;;;;;;;;56.25;100;100;89;2.5;210
"Descriptor_Unit_A10_Thunderbolt_II_ATGM_US";"Unit_A10_Thunderbolt_II_ATGM_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_3";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_3";"ArmorDescriptor_Helico_2";10.0;-0.2;;;409.5;;;;;;2000;200.0;;0;150;0.3;6.0;1975;0;1;5;5;15;12;"tank_A";"['AT', 'AT']";"Planes";260;0;"Descriptor_Unit_A10_Thunderbolt_II_US";;"Descriptor_OrderAvailability_A10_Thunderbolt_II_ATGM_US";"WeaponDescriptor_A10_Thunderbolt_II_ATGM_US";;494.69964664310953;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;409.5;706.7137809187279;17;45;30.0;120;;;;;;
"Descriptor_Unit_A10_Thunderbolt_II_US";"Unit_A10_Thunderbolt_II_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_3";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_3";"ArmorDescriptor_Helico_2";10.0;-0.2;;;409.5;;;;;;2000;200.0;;0;150;0.3;6.0;1975;0;1;5;5;15;12;"tank_B";"['appui', 'AT']";"Planes";230;0;;;"Descriptor_OrderAvailability_A10_Thunderbolt_II_US";"WeaponDescriptor_A10_Thunderbolt_II_US";;494.69964664310953;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;409.5;1413.4275618374559;17;70;30.0;105;;;;;;
"Descriptor_Unit_Alpha_Jet_A_clu_RFA";"Unit_Alpha_Jet_A_clu_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.2;;;702.0;;;;;;1000;100.0;;0;150;0.3;6.0;1979;0;1;4;4;15;11;"tank_D";"['appui', 'AA']";"Planes";100;0;"Descriptor_Unit_Alpha_Jet_A_he_RFA";;"Descriptor_OrderAvailability_Alpha_Jet_A_clu_RFA";"WeaponDescriptor_Alpha_Jet_A_clu_RFA";;494.69964664310953;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;702.0;1413.4275618374559;17;70;30.0;105;;;;;;
"Descriptor_Unit_Alpha_Jet_A_he_RFA";"Unit_Alpha_Jet_A_he_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.2;;;702.0;;;;;;1000;100.0;;0;150;0.3;6.0;1979;0;1;3;3;15;11;"tank_D";"['appui', 'AA']";"Planes";85;0;"Descriptor_Unit_Alpha_Jet_A_rkt_RFA";;"Descriptor_OrderAvailability_Alpha_Jet_A_he_RFA";"WeaponDescriptor_Alpha_Jet_A_he_RFA";;494.69964664310953;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;702.0;1413.4275618374559;17;70;30.0;105;;;;;;
"Descriptor_Unit_Alpha_Jet_A_nplm_RFA";"Unit_Alpha_Jet_A_nplm_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.2;;;702.0;;;;;;1000;100.0;;0;150;0.3;6.0;1979;0;1;4;4;15;11;"tank_D";"['appui', 'AA']";"Planes";110;0;"Descriptor_Unit_Alpha_Jet_A_clu_RFA";;"Descriptor_OrderAvailability_Alpha_Jet_A_nplm_RFA";"WeaponDescriptor_Alpha_Jet_A_nplm_RFA";;494.69964664310953;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;702.0;1413.4275618374559;17;70;30.0;105;;;;;;
"Descriptor_Unit_Alpha_Jet_A_rkt_RFA";"Unit_Alpha_Jet_A_rkt_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.2;;;702.0;;;;;;1000;100.0;;0;150;0.3;6.0;1979;0;1;5;5;15;11;"tank_D";"['appui', 'AA']";"Planes";150;0;;;"Descriptor_OrderAvailability_Alpha_Jet_A_rkt_RFA";"WeaponDescriptor_Alpha_Jet_A_rkt_RFA";;494.69964664310953;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;702.0;1413.4275618374559;17;70;30.0;105;;;;;;
"Descriptor_Unit_EF111_Raven";"Unit_EF111_Raven";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.6;;;1089.0;;;;;;1000;200.0;;0;450;0.9;2.0;1979;0;1;5;5;15;10;"tank_B";"['sead', 'sead']";"Planes";260;0;;;"Descriptor_OrderAvailability_EF111_Raven";"WeaponDescriptor_EF111_Raven";;706.7137809187279;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1089.0;2120.141342756184;17;60;30.0;95;;;;;;
"Descriptor_Unit_F104G_Starfighter_AT_RFA";"Unit_F104G_Starfighter_AT_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.1;;;1386.0;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_D";"['AT', 'appui']";"Planes";150;0;"Descriptor_Unit_F104G_Starfighter_HE_RFA";;"Descriptor_OrderAvailability_F104G_Starfighter_AT_RFA";"WeaponDescriptor_F104G_Starfighter_AT_RFA";;1413.4275618374559;3533.5689045936397;176.67844522968198;706.7137809187279;65.0;1386.0;2473.4982332155478;17;70;30.0;85;;;;;;
"Descriptor_Unit_F104G_Starfighter_HE_RFA";"Unit_F104G_Starfighter_HE_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.1;;;1386.0;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;3;3;15;10;"tank_D";"['appui', 'appui']";"Planes";90;0;;;"Descriptor_OrderAvailability_F104G_Starfighter_HE_RFA";"WeaponDescriptor_F104G_Starfighter_HE_RFA";;1413.4275618374559;3533.5689045936397;176.67844522968198;706.7137809187279;65.0;1386.0;2473.4982332155478;17;70;30.0;85;;;;;;
"Descriptor_Unit_F104G_Starfighter_RFA";"Unit_F104G_Starfighter_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.1;;;1188.0;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;4;4;15;2;"tank_C";"['AA', 'appui']";"Planes";120;0;;;"Descriptor_OrderAvailability_F104G_Starfighter_RFA";"WeaponDescriptor_F104G_Starfighter_RFA";;1413.4275618374559;3533.5689045936397;176.67844522968198;706.7137809187279;65.0;1188.0;2473.4982332155478;17;70;30.0;85;;;;;;
"Descriptor_Unit_F111E_Aardvark_CBU_US";"Unit_F111E_Aardvark_CBU_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1014.75;;;;;;1000;100.0;;0;150;0.3;6.0;1979;0;1;5;5;15;10;"tank_A";"['appui', 'appui']";"Planes";250;0;"Descriptor_Unit_F111E_Aardvark_US";;"Descriptor_OrderAvailability_F111E_Aardvark_CBU_US";"WeaponDescriptor_F111E_Aardvark_CBU_US";;706.7137809187279;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1014.75;2120.141342756184;17;60;30.0;95;;;;;;
"Descriptor_Unit_F111E_Aardvark_US";"Unit_F111E_Aardvark_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1014.75;;;;;;1000;100.0;;0;150;0.3;6.0;1979;0;1;5;5;15;10;"tank_B";"['appui', 'appui']";"Planes";220;0;;;"Descriptor_OrderAvailability_F111E_Aardvark_US";"WeaponDescriptor_F111E_Aardvark_US";;706.7137809187279;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1014.75;2120.141342756184;17;60;30.0;95;;;;;;
"Descriptor_Unit_F111E_Aardvark_napalm_US";"Unit_F111E_Aardvark_napalm_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1014.75;;;;;;1000;100.0;;0;150;0.3;6.0;1979;0;1;5;5;15;10;"tank_C";"['appui', 'appui']";"Planes";185;0;"Descriptor_Unit_F111E_Aardvark_CBU_US";;"Descriptor_OrderAvailability_F111E_Aardvark_napalm_US";"WeaponDescriptor_F111E_Aardvark_napalm_US";;706.7137809187279;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1014.75;2120.141342756184;17;60;30.0;95;;;;;;
"Descriptor_Unit_F111F_Aardvark_US";"Unit_F111F_Aardvark_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1089.0;;;;;;1000;100.0;;0;150;0.3;6.0;1979;0;1;5;5;15;10;"tank_B";"['appui', 'appui']";"Planes";220;0;;;"Descriptor_OrderAvailability_F111F_Aardvark_US";"WeaponDescriptor_F111F_Aardvark_US";;706.7137809187279;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1089.0;1413.4275618374559;17;60;30.0;95;;;;;;
"Descriptor_Unit_F15C_Eagle_AA_US";"Unit_F15C_Eagle_AA_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.5;;;1485.0;;;;;;1000;100.0;;0;450;0.9;2.0;1979;0;1;5;5;15;1;"tank_A";"['AA', 'AA']";"Planes";300;0;;;"Descriptor_OrderAvailability_F15C_Eagle_AA_US";"WeaponDescriptor_F15C_Eagle_AA_US";;1236.7491166077739;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1485.0;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F16E_AA_US";"Unit_F16E_AA_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;2;"tank_B";"['AA', 'AA']";"Planes";195;0;;;"Descriptor_OrderAvailability_F16E_AA_US";"WeaponDescriptor_F16E_AA_US";;777.3851590106008;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;1766.7844522968198;17;70;30.0;105;;;;;;
"Descriptor_Unit_F16E_CBU_US";"Unit_F16E_CBU_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_B";"['appui', 'AA']";"Planes";195;0;;;"Descriptor_OrderAvailability_F16E_CBU_US";"WeaponDescriptor_F16E_CBU_US";;777.3851590106008;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;1766.7844522968198;17;70;30.0;105;;;;;;
"Descriptor_Unit_F16E_SEAD_US";"Unit_F16E_SEAD_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_B";"['sead', 'AA']";"Planes";265;0;"Descriptor_Unit_F16E_CBU_US";;"Descriptor_OrderAvailability_F16E_SEAD_US";"WeaponDescriptor_F16E_SEAD_US";;706.7137809187279;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F4E_Phantom_II_AA_US";"Unit_F4E_Phantom_II_AA_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.2;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;2;"tank_A";"['AA', 'appui']";"Planes";210;0;;;"Descriptor_OrderAvailability_F4E_Phantom_II_AA_US";"WeaponDescriptor_F4E_Phantom_II_AA_US";;1236.7491166077739;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F4E_Phantom_II_CBU_US";"Unit_F4E_Phantom_II_CBU_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.2;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_C";"['appui', 'appui']";"Planes";160;0;"Descriptor_Unit_F4E_Phantom_II_HE_US";;"Descriptor_OrderAvailability_F4E_Phantom_II_CBU_US";"WeaponDescriptor_F4E_Phantom_II_CBU_US";;1236.7491166077739;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F4E_Phantom_II_HE_US";"Unit_F4E_Phantom_II_HE_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.2;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_C";"['appui', 'appui']";"Planes";160;0;"Descriptor_Unit_F4E_Phantom_II_AA_US";;"Descriptor_OrderAvailability_F4E_Phantom_II_HE_US";"WeaponDescriptor_F4E_Phantom_II_HE_US";;883.3922261484099;3533.5689045936397;35.3356890459364;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F4E_Phantom_II_napalm_US";"Unit_F4E_Phantom_II_napalm_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.2;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_C";"['appui', 'appui']";"Planes";170;0;"Descriptor_Unit_F4E_Phantom_II_CBU_US";;"Descriptor_OrderAvailability_F4E_Phantom_II_napalm_US";"WeaponDescriptor_F4E_Phantom_II_napalm_US";;1236.7491166077739;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F4F_Phantom_II_AA_RFA";"Unit_F4F_Phantom_II_AA_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;2;"tank_C";"['AA', 'appui']";"Planes";145;0;;;"Descriptor_OrderAvailability_F4F_Phantom_II_AA_RFA";"WeaponDescriptor_F4F_Phantom_II_AA_RFA";;1236.7491166077739;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F4F_Phantom_II_AT_RFA";"Unit_F4F_Phantom_II_AT_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_B";"['AT', 'appui']";"Planes";205;0;;;"Descriptor_OrderAvailability_F4F_Phantom_II_AT_RFA";"WeaponDescriptor_F4F_Phantom_II_AT_RFA";;1236.7491166077739;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F4F_Phantom_II_HE1_RFA";"Unit_F4F_Phantom_II_HE1_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_A";"['appui', 'appui']";"Planes";270;0;"Descriptor_Unit_F4F_Phantom_II_RKT2_RFA";;"Descriptor_OrderAvailability_F4F_Phantom_II_HE1_RFA";"WeaponDescriptor_F4F_Phantom_II_HE1_RFA";;1236.7491166077739;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F4F_Phantom_II_HE2_RFA";"Unit_F4F_Phantom_II_HE2_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_A";"['appui', 'appui']";"Planes";270;0;"Descriptor_Unit_F4F_Phantom_II_HE1_RFA";;"Descriptor_OrderAvailability_F4F_Phantom_II_HE2_RFA";"WeaponDescriptor_F4F_Phantom_II_HE2_RFA";;1236.7491166077739;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
"Descriptor_Unit_F4F_Phantom_II_RKT1_RFA";"Unit_F4F_Phantom_II_RKT1_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;-0.3;;;1039.5;;;;;;1000;100.0;;0;300;0.6;3.0;1979;0;1;5;5;15;10;"tank_C";"['appui', 'appui']";"Planes";140;0;;;"Descriptor_OrderAvailability_F4F_Phantom_II_RKT1_RFA";"WeaponDescriptor_F4F_Phantom_II_RKT1_RFA";;1236.7491166077739;3533.5689045936397;106.00706713780919;706.7137809187279;65.0;1039.5;2120.141342756184;17;70;30.0;105;;;;;;
